code,name,enname,pct_chg_exact,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,limit_up_count,up_count,up_true_count,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10,,,,,
600688,上海石化,Sinopec Shanghai Petrochemical Company Limited,3.13,0,6,0,False,3.84,3.96,3.83,3.96,3.84,0.12,3.39,93306.92,36625.803,SH,0.1273,1.62,3.86,5.32,3.82,5.88,3.79,2.59,,,,
600691,阳煤化工,"Yangmei Chemical Co.,Ltd",4.88,0,2,2,True,2.06,2.26,2.05,2.15,2.05,0.1,10.24,249767.93,53800.423,SH,1.4221,2.97,2.07,6.44,2.05,9.14,2.01,6.97,,,,
600692,亚通股份,"Shanghai Ya Tong Co.,Ltd.",0.5,0,2,0,False,5.99,6.04,5.9,6.03,6.0,0.03,2.33,11805.0,7069.966,SH,0.4629,0.75,6.01,-0.66,6.05,-1.15,6.08,-2.58,,,,
600708,光明地产,"Bright Real Estate Group Co.,Limited",2.48,0,2,0,False,3.23,3.35,3.22,3.31,3.23,0.08,4.02,162458.03,53567.866,SH,0.7301,2.74,3.25,2.8,3.25,3.12,3.23,1.85,,,,
600714,金瑞矿业,"Qinghai Jinrui Mineral Development Co.,Ltd",2.7,0,3,0,False,5.55,5.75,5.51,5.7,5.55,0.15,4.32,26961.35,15251.467,SH,0.9356,1.32,5.57,7.75,5.46,9.2,5.38,6.34,,,,
600723,首商股份,"Beijing Capital Retailing Group Co., Ltd.",1.37,0,2,0,False,5.85,5.95,5.82,5.93,5.85,0.08,2.22,19305.08,11413.447,SH,0.2934,1.6,5.87,1.54,5.86,1.72,5.84,1.72,,,,
600730,中国高科,"China Hi-Tech Group Co.,Ltd",0.21,0,3,0,False,4.77,4.78,4.73,4.78,4.77,0.01,1.05,25921.9,12334.409,SH,0.4419,0.86,4.76,1.06,4.75,3.46,4.71,0.21,,,,
600733,北汽蓝谷,"BAIC BluePark New Energy Technology Co.,Ltd.",1.87,0,2,0,False,5.34,5.45,5.3,5.44,5.34,0.1,2.81,153465.82,82758.36,SH,0.9101,1.07,5.35,2.64,5.35,0.74,5.3,2.64,,,,
600738,兰州民百,"Lanzhou Minbai Shareholding(Group) Co.,Ltd",0.95,0,2,0,False,5.24,5.29,5.2,5.29,5.24,0.05,1.72,21443.01,11278.11,SH,0.5209,0.61,5.25,0.95,5.26,1.73,5.35,-7.68,,,,
600739,辽宁成大,"Liaoning Cheng Da Co.,Ltd.",1.04,0,3,0,False,14.34,14.65,14.3,14.55,14.4,0.15,2.43,91529.84,132747.137,SH,0.5983,1.14,14.43,1.75,14.38,4.23,14.12,5.43,,,,
600740,山西焦化,"ShanXi Coking Co.,Ltd",7.09,0,2,2,False,7.08,7.55,7.07,7.4,6.91,0.49,6.95,374458.46,275871.751,SH,5.701,3.72,7.0,10.12,6.88,12.8,6.7,13.5,,,,
600741,华域汽车,HUAYU Automotive Systems Company Limited,1.66,0,2,0,False,25.88,26.48,25.88,26.31,25.88,0.43,2.32,105932.32,278652.185,SH,0.336,1.11,25.96,2.29,25.98,2.37,25.73,3.99,,,,
600743,华远地产,"Hua Yuan Property Co.,Ltd.",1.73,0,3,0,False,2.3,2.38,2.29,2.35,2.31,0.04,3.9,51210.15,12001.701,SH,0.2183,1.34,2.32,3.98,2.3,3.52,2.27,3.98,,,,
600744,华银电力,"Datang Huayin Electric Power Co.,Ltd",1.61,0,3,0,False,2.48,2.55,2.46,2.53,2.49,0.04,3.61,65921.0,16611.507,SH,0.7965,1.0,2.5,3.27,2.49,3.69,2.47,2.43,,,,
600754,锦江酒店,"Shanghai Jin Jiang International Hotels Co.,Ltd.",0.89,0,2,0,False,23.36,23.83,23.13,23.76,23.55,0.21,2.97,19986.69,47230.864,SH,0.2492,0.63,23.61,0.17,23.62,1.28,23.3,1.71,,,,
600758,红阳能源,"Liaoning Hongyang Energy Resource Invest Co.,Ltd",5.35,0,3,0,False,4.26,4.57,4.26,4.53,4.3,0.23,7.21,332837.37,148834.344,SH,4.2362,2.49,4.33,10.49,4.25,11.3,4.16,11.58,,,,
600777,新潮能源,Shandong Xinchao Energy Corporation Limited,3.41,0,3,0,False,2.05,2.12,2.04,2.12,2.05,0.07,3.9,713618.92,149135.785,SH,1.7615,2.29,2.07,4.95,2.05,3.92,2.05,3.41,,,,
600782,新钢股份,"Xinyu Iron & Steel Co.,Ltd",5.44,0,2,1,False,4.85,5.11,4.85,5.04,4.78,0.26,5.44,1324722.2,660705.323,SH,4.1544,2.91,4.83,7.92,4.77,9.33,4.65,11.01,,,,
600791,京能置业,"Beh-Property Co.,Ltd",0.85,0,3,0,False,3.48,3.57,3.47,3.54,3.51,0.03,2.85,23943.4,8435.559,SH,0.5294,0.9,3.51,3.21,3.48,4.12,3.42,5.36,,,,
600792,云煤能源,"Yunnan Coal & Energy Co.,Ltd.",7.49,0,2,1,False,3.35,3.62,3.35,3.59,3.34,0.25,8.08,290283.58,102256.68,SH,2.9324,3.25,3.4,8.79,3.33,15.06,3.23,14.7,,,,
600794,保税科技,"Zhangjiagang Freetrade Science & Technology Group Co., Ltd.",0.27,0,2,2,False,3.8,3.8,3.71,3.78,3.77,0.01,2.39,82135.0,30849.65,SH,0.6776,0.63,3.77,0.53,3.78,-1.05,3.82,-5.26,,,,
600795,国电电力,"GD Power Development Co.,Ltd.",1.79,0,3,0,False,2.23,2.27,2.22,2.27,2.23,0.04,2.24,495510.43,111765.266,SH,0.2522,1.31,2.24,2.71,2.24,0.89,2.24,-1.3,,,,
600801,华新水泥,"Huaxin Cement Co.,Ltd.",10.0,1,3,6,False,20.71,22.44,20.69,22.44,20.4,2.04,8.58,630841.9,1371338.107,SH,4.6321,3.3,21.01,11.42,20.7,14.9,20.14,14.67,,,,
600803,新奥股份,"ENN Ecological Holdings Co.,Ltd",2.99,0,2,2,False,10.11,10.43,10.09,10.34,10.04,0.3,3.39,157722.01,162669.468,SH,1.283,2.3,10.07,4.97,10.02,4.02,10.01,3.92,,,,
600808,马钢股份,Maanshan Iron & Steel Company Limited,3.35,0,3,1,False,2.7,2.84,2.7,2.78,2.69,0.09,5.2,798982.06,221779.894,SH,1.3388,3.18,2.71,7.34,2.66,7.75,2.61,8.17,,,,
600810,神马股份,"ShenMa Industry Co.,Ltd",4.4,0,2,0,False,7.27,7.69,7.21,7.59,7.27,0.32,6.6,123021.91,92189.398,SH,2.1396,3.12,7.35,5.12,7.32,4.26,7.29,5.27,,,,
600820,隧道股份,"Shanghai Tunnel Engineering Co.,Ltd.",1.38,0,2,0,False,5.76,5.87,5.75,5.86,5.78,0.08,2.08,98517.06,57517.861,SH,0.3133,1.37,5.79,2.09,5.78,1.91,5.79,0.51,,,,
600825,新华传媒,"Shanghai Xinhua Media Co., Ltd.",0.99,0,3,0,False,5.01,5.1,4.96,5.1,5.05,0.05,2.77,76603.17,38557.443,SH,0.7331,0.89,5.04,2.62,5.02,4.51,4.96,3.87,,,,
600837,海通证券,"Haitong Securities Co., Ltd.",0.51,0,2,0,False,13.85,13.94,13.7,13.93,13.86,0.07,1.73,317830.21,439854.297,SH,0.3928,0.78,13.88,0.58,13.92,-0.14,13.92,0.22,,,,
600848,上海临港,"Shanghai Lingang Holdings Co.,Ltd.",1.23,0,2,0,False,24.45,24.77,24.04,24.77,24.47,0.3,2.98,34728.89,85298.707,SH,0.4407,1.15,24.55,0.36,24.6,1.35,24.67,-0.88,,,,
600853,龙建股份,"Longjian Road&Bridge Co.,Ltd",0.98,0,2,0,False,3.05,3.11,3.04,3.1,3.07,0.03,2.28,41555.91,12845.281,SH,0.5955,1.14,3.08,0.65,3.08,0.65,3.11,1.31,,,,
600858,银座股份,"Inzone Group Co.,Ltd",0.2,0,3,2,False,4.91,4.91,4.86,4.9,4.89,0.01,1.02,21629.0,10575.675,SH,0.4179,0.87,4.88,1.03,4.88,0.41,4.83,4.7,,,,
600868,梅雁吉祥,"Guangdong Meiyan Jixiang Hydropower Co.,Ltd.",0.59,0,3,2,False,3.41,3.41,3.35,3.41,3.39,0.02,1.77,165344.52,56109.602,SH,0.8711,1.3,3.39,3.33,3.36,3.65,3.33,2.71,,,,
600871,石化油服,Sinopec Oilfield Service Corporation,1.38,0,3,0,False,2.17,2.21,2.16,2.21,2.18,0.03,2.29,173027.31,37960.254,SH,0.1437,2.42,2.19,2.79,2.17,3.76,2.15,2.79,,,,
600875,东方电气,Dongfang Electric Corporation Limited,1.37,0,3,0,False,8.76,8.88,8.64,8.88,8.76,0.12,2.74,71806.88,63286.94,SH,0.3596,1.4,8.77,3.14,8.73,3.14,8.67,1.6,,,,
600879,航天电子,"China Aerospace Times Electronics Co.,Ltd.",0.86,0,3,0,False,5.81,5.88,5.75,5.87,5.82,0.05,2.23,118548.43,69028.551,SH,0.4903,1.08,5.83,1.73,5.81,2.8,5.75,1.56,,,,
600886,国投电力,"SDIC Power Holdings Co.,Ltd.",1.66,0,3,4,False,8.44,8.6,8.37,8.57,8.43,0.14,2.73,218665.98,185794.629,SH,0.3222,0.84,8.46,6.59,8.34,3.63,8.39,-0.58,,,,
600890,中房股份,"CRED Holding Co.,Ltd",2.89,0,3,0,False,6.2,6.48,6.12,6.41,6.23,0.18,5.78,35477.56,22401.256,SH,0.6125,0.91,6.27,4.4,6.24,4.23,6.04,18.48,,,,
600894,广日股份,"Guangzhou Guangri Stock Co., Ltd.",0.69,0,2,0,False,7.19,7.26,7.12,7.25,7.2,0.05,1.94,44586.64,32079.038,SH,0.5185,1.2,7.19,1.26,7.2,1.83,7.18,1.83,,,,
600928,西安银行,"Bank of Xi'an Co.,Ltd.",1.02,0,2,2,False,6.87,6.94,6.84,6.93,6.86,0.07,1.46,127178.36,87649.451,SH,2.8615,1.12,6.86,1.61,6.82,4.21,6.74,4.05,,,,
600939,重庆建工,"Chongqing Construction Engineering Group Co.,Ltd",1.1,0,3,3,False,4.55,4.59,4.5,4.58,4.53,0.05,1.99,32557.39,14819.892,SH,0.7949,1.68,4.54,1.78,4.53,2.0,4.52,1.55,,,,
600958,东方证券,Orient Securities Company Limited,0.21,0,2,0,False,9.68,9.74,9.58,9.7,9.68,0.02,1.65,75027.04,72520.95,SH,0.1322,0.99,9.68,0.21,9.71,0.41,9.71,-2.22,,,,
600968,海油发展,Cnooc Energy Technology & Services Limited,3.57,0,3,1,False,2.81,2.92,2.8,2.9,2.8,0.1,4.29,838836.5,241318.263,SH,4.4975,2.71,2.82,5.07,2.81,5.45,2.78,3.94,,,,
600970,中材国际,"Sinoma International Engineering Co.,Ltd",4.66,0,2,2,False,6.03,6.29,5.99,6.29,6.01,0.28,4.99,345270.89,214367.262,SH,1.9877,4.5,6.1,4.66,6.08,5.01,6.07,4.14,,,,
600971,恒源煤电,"Anhui Hengyuan Coal Industry and Electricity Power Co.,Ltd",4.34,0,6,0,False,5.51,5.82,5.51,5.77,5.53,0.24,5.61,195518.79,112061.27,SH,1.6293,3.16,5.6,7.85,5.49,9.28,5.39,9.07,,,,
600979,广安爱众,"Sichuan Guangan AAA Public Co., Ltd",1.71,0,3,1,False,4.11,4.3,4.07,4.17,4.1,0.07,5.61,54125.39,22676.436,SH,0.571,5.12,4.11,2.96,4.09,3.99,4.05,3.73,,,,
600983,惠而浦,"Whirlpool (China) Co., Ltd.",0.21,0,2,0,False,4.82,4.84,4.79,4.83,4.82,0.01,1.04,7008.4,3373.812,SH,0.1315,0.88,4.81,0.63,4.81,0.21,4.83,-1.63,,,,
600985,淮北矿业,"Huaibei Mining Holdings Co.,Ltd.",6.48,0,2,1,False,9.19,9.78,9.19,9.7,9.11,0.59,6.48,109378.74,104398.982,SH,1.9788,3.76,9.28,6.95,9.2,7.54,9.13,7.42,,,,
600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",0.85,0,2,4,False,9.42,9.55,9.42,9.47,9.39,0.08,1.38,142556.1,135302.084,SH,1.9439,0.65,9.39,0.42,9.42,3.05,9.17,4.99,,,,
600995,文山电力,"Yunnan Wenshan Electric Power Co.,Ltd.",2.55,0,2,1,False,7.48,7.65,7.47,7.63,7.44,0.19,2.42,102695.01,77807.385,SH,2.1461,3.44,7.49,2.42,7.48,3.81,7.45,3.25,,,,
600997,开滦股份,"Kailuan Energy Chemical Co.,Ltd.",5.05,0,2,1,False,5.32,5.49,5.32,5.41,5.15,0.26,3.3,338032.37,182433.524,SH,2.7379,4.0,5.22,5.66,5.17,7.77,5.11,6.71,,,,
600998,九州通,"Jointown Pharmaceutical Group Co., Ltd",0.38,0,2,0,False,13.17,13.25,13.01,13.22,13.17,0.05,1.82,64658.19,84668.107,SH,0.3864,0.77,13.13,1.77,13.16,0.38,13.17,0.61,,,,
601000,唐山港,"Tangshan Port Group Co.,Ltd.",1.17,0,2,0,False,2.56,2.6,2.55,2.6,2.57,0.03,1.95,271929.9,70292.642,SH,0.4879,2.06,2.58,1.17,2.58,2.77,2.56,1.96,,,,
601001,大同煤业,"Datong Coal Industry Co., Ltd",3.55,0,2,0,False,4.22,4.39,4.22,4.37,4.22,0.15,4.03,255609.15,110675.314,SH,1.5272,4.22,4.25,4.3,4.22,6.07,4.17,6.33,,,,
601003,柳钢股份,"Liuzhou Iron & Steel Co.,Ltd.",10.08,1,2,2,False,5.22,5.68,5.2,5.68,5.16,0.52,9.3,607020.35,339029.937,SH,2.3686,5.27,5.24,16.39,5.09,17.6,4.92,20.85,,,,
601005,重庆钢铁,Chongqing Iron & Steel Company Limited,2.76,0,3,0,False,1.81,1.9,1.8,1.86,1.81,0.05,5.52,322028.57,59813.922,SH,0.3843,2.0,1.82,3.91,1.81,6.9,1.76,6.9,,,,
601006,大秦铁路,"Daqin Railway Co., Ltd.",0.89,0,6,0,False,7.85,7.93,7.83,7.92,7.85,0.07,1.27,239643.8,189445.756,SH,0.1612,1.09,7.87,1.8,7.83,2.59,7.75,3.39,,,,
601008,连云港,"Jiangsu Lianyungang Port Co.,Ltd.",2.16,0,2,0,False,3.71,3.79,3.66,3.79,3.71,0.08,3.5,88668.71,33200.729,SH,0.8734,1.67,3.72,1.61,3.72,3.55,3.72,1.07,,,,
601015,陕西黑猫,"Shaanxi Heimao Coking Co., Ltd.",4.49,0,2,1,False,3.15,3.28,3.14,3.26,3.12,0.14,4.49,306783.85,99159.981,SH,2.1031,3.02,3.15,6.54,3.1,9.03,3.05,6.54,,,,
601018,宁波港,Ningbo Zhoushan Port Company Limited,1.96,0,2,0,False,3.55,3.64,3.54,3.64,3.57,0.07,2.8,162889.99,58696.262,SH,0.1273,1.68,3.59,1.96,3.59,1.96,3.6,-0.27,,,,
601021,春秋航空,"Spring Airlines Co., Ltd.",0.77,0,2,2,False,41.6,41.99,41.21,41.84,41.52,0.32,1.88,28155.22,117498.902,SH,0.3072,0.75,41.52,0.17,41.71,-1.97,42.08,-2.95,,,,
601028,玉龙股份,"Jiangsu Yulong Steel Pipe Co., Ltd.",0.78,0,2,0,False,5.1,5.21,5.08,5.15,5.11,0.04,2.54,29290.4,15094.805,SH,0.3741,2.15,5.11,0.78,5.12,1.98,5.1,0.78,,,,
601066,中信建投,"China Securities Co.,Ltd.",1.72,0,2,1,False,22.71,23.07,22.39,23.07,22.68,0.39,3.0,399460.25,914244.783,SH,4.6214,1.4,22.72,2.12,22.72,2.95,22.56,3.64,,,,
601068,中铝国际,China Aluminum International Engineering Corporation Limited,2.5,0,2,0,False,5.19,5.37,5.16,5.33,5.2,0.13,4.04,100716.0,53325.596,SH,3.4036,2.08,5.22,1.91,5.22,4.1,5.19,4.31,,,,
601088,中国神华,China Shenhua Energy Company Limited,2.89,0,2,0,False,17.28,18.09,17.26,17.8,17.3,0.5,4.8,1015408.6,1809008.794,SH,0.6157,3.38,17.43,3.31,17.36,3.73,17.32,0.96,,,,
601101,昊华能源,"Beijing Haohua Energy Resource Co.,Ltd.",4.58,0,2,1,False,5.26,5.51,5.25,5.48,5.24,0.24,4.96,99960.59,54221.389,SH,0.833,4.39,5.3,4.98,5.27,6.0,5.23,4.58,,,,
601116,三江购物,"Sanjiang Shopping Club Co.,Ltd",2.06,0,2,3,False,13.68,13.92,13.56,13.9,13.62,0.28,2.64,36553.35,50393.319,SH,0.8899,1.39,13.68,2.43,13.67,3.12,13.74,-3.67,,,,
601126,四方股份,"Beijing Sifang Automation Co.,Ltd",0.56,0,2,0,False,5.29,5.35,5.26,5.34,5.31,0.03,1.69,15636.8,8310.992,SH,0.1966,1.19,5.32,0.0,5.32,1.52,5.31,-2.2,,,,
601137,博威合金,Ningbo Boway Alloy Material Company Limited,1.31,0,2,2,False,9.96,10.17,9.92,10.05,9.92,0.13,2.52,37421.85,37550.689,SH,0.609,0.66,9.96,0.9,10.01,-0.4,9.9,2.45,,,,
601179,中国西电,"China XD Electric Co.,Ltd",0.86,0,3,0,False,3.47,3.51,3.44,3.51,3.48,0.03,2.01,71180.53,24850.283,SH,0.1389,1.17,3.47,3.54,3.45,3.54,3.42,2.93,,,,
601186,中国铁建,China Railway Construction Corporation Limited,3.85,0,2,1,False,9.37,9.75,9.35,9.72,9.36,0.36,4.27,900262.33,866029.996,SH,0.7826,2.35,9.44,4.29,9.41,3.18,9.44,3.96,,,,
601212,白银有色,"Baiyin Nonferrous Group Co., Ltd.",2.66,0,2,0,False,3.36,3.55,3.32,3.47,3.38,0.09,6.8,312635.2,107816.198,SH,1.5913,2.22,3.4,1.46,3.39,4.52,3.38,5.79,,,,
601226,华电重工,"Huadian Heavy Industries Co., Ltd.",1.75,0,2,1,False,4.0,4.07,3.96,4.06,3.99,0.07,2.76,20923.5,8425.311,SH,0.1812,1.71,4.01,1.25,4.01,2.53,3.99,3.05,,,,
601229,上海银行,"Bank of Shanghai Co., Ltd.",0.65,0,3,0,False,9.24,9.32,9.22,9.3,9.24,0.06,1.08,248093.88,230617.781,SH,0.1871,0.85,9.24,1.97,9.21,0.98,9.19,0.43,,,,
601233,桐昆股份,"Tongkun Group Co.,Ltd",0.54,0,2,0,False,12.98,13.22,12.79,13.05,12.98,0.07,3.31,208827.01,271548.049,SH,1.1301,1.55,12.99,-0.31,13.06,2.27,12.99,-0.99,,,,
601236,红塔证券,"HONGTA SECURITIES CO.,LTD.",3.63,0,3,0,False,14.6,15.25,14.3,15.15,14.62,0.53,6.5,698904.58,1030286.248,SH,19.2007,1.71,14.64,8.76,14.39,11.15,13.97,13.57,,,,
601238,广汽集团,"Guangzhou Automobile Group Co., Ltd",3.12,0,2,1,False,11.26,11.77,11.18,11.58,11.23,0.35,5.25,159074.89,183741.011,SH,0.2614,2.03,11.34,2.93,11.34,4.04,11.23,0.7,,,,
601288,农业银行,Agricultural Bank of China Limited,1.11,0,3,2,False,3.61,3.65,3.6,3.64,3.6,0.04,1.39,1948106.21,708803.374,SH,0.0662,1.19,3.61,1.68,3.6,1.39,3.59,2.54,,,,
601311,骆驼股份,"Camel Group Co.,Ltd.",0.67,0,2,0,False,8.95,9.05,8.87,9.03,8.97,0.06,2.01,58751.03,52873.383,SH,0.6801,1.25,8.98,0.22,9.0,1.69,8.96,-0.99,,,,
601328,交通银行,"Bank of Communications Co.,Ltd.",1.27,0,2,2,False,5.52,5.58,5.51,5.57,5.5,0.07,1.27,716872.47,398758.337,SH,0.1826,1.21,5.52,1.27,5.52,0.54,5.53,-0.54,,,,
601333,广深铁路,Guangshen Railway Company Limited,1.35,0,3,0,False,2.95,3.01,2.95,3.0,2.96,0.04,2.03,224736.47,67078.355,SH,0.3976,1.6,2.97,2.04,2.96,2.04,2.97,-0.33,,,,
601390,中国中铁,China Railway Group Limited,3.92,0,3,0,False,5.59,5.85,5.58,5.83,5.61,0.22,4.81,1086287.93,627339.405,SH,0.5829,3.52,5.65,5.81,5.61,5.62,5.59,3.19,,,,
601567,三星医疗,"Ningbo Sanxing Medical Electric Co. , Ltd.",0.6,0,3,2,False,6.77,6.87,6.59,6.7,6.66,0.04,4.2,93775.75,62785.886,SH,0.6763,1.7,6.64,3.24,6.59,5.18,6.49,5.02,,,,
601599,鹿港文化,"Jiangsu Lugang Culture Co., Ltd",10.06,1,2,1,False,3.5,3.5,3.5,3.5,3.18,0.32,0.0,82731.22,28955.927,SH,0.9267,0.3,3.26,13.27,3.21,21.53,3.02,23.67,,,,
601600,中国铝业,Aluminum Corporation of China Limited,3.01,0,2,0,False,3.32,3.43,3.31,3.42,3.32,0.1,3.61,669163.46,226764.265,SH,0.6106,2.46,3.35,3.32,3.34,3.32,3.34,2.09,,,,
601608,中信重工,"CITIC Heavy Industries Co., Ltd",1.1,0,3,0,False,3.63,3.69,3.56,3.67,3.63,0.04,3.58,128721.66,46842.301,SH,0.2966,1.24,3.63,3.09,3.61,2.23,3.56,5.46,,,,
601611,中国核建,China Nuclear Engineering & Construction Corporation Limited,1.76,0,2,0,False,6.78,7.03,6.76,6.93,6.81,0.12,3.96,107372.0,74531.426,SH,0.409,2.65,6.83,1.91,6.82,3.28,6.8,2.06,,,,
601618,中国中冶,Metallurgical Corporation of China Ltd.,3.41,0,3,0,False,2.63,2.75,2.63,2.73,2.64,0.09,4.55,725553.17,195991.035,SH,0.4064,2.42,2.66,5.81,2.63,5.41,2.62,2.63,,,,
601666,平煤股份,"Pingdingshan Tianan Coal. Mining Co.,Ltd.",3.94,0,2,1,False,3.82,3.97,3.82,3.96,3.81,0.15,3.94,424517.19,166685.494,SH,1.7979,4.83,3.85,5.04,3.81,5.88,3.78,6.17,,,,
601668,中国建筑,China State Construction Engineering Corporation Limited,3.55,0,2,2,False,5.08,5.27,5.07,5.25,5.07,0.18,3.94,3215611.97,1676660.447,SH,0.7816,2.76,5.11,4.79,5.07,5.21,5.04,4.37,,,,
601669,中国电建,"Power Construction Corporation of China,Ltd",3.18,0,2,0,False,4.08,4.27,4.08,4.22,4.09,0.13,4.65,1049729.97,438535.319,SH,0.9419,3.04,4.11,3.94,4.11,2.68,4.15,-2.09,,,,
601678,滨化股份,"Befar Group Co., Ltd",0.64,0,2,0,False,4.65,4.73,4.62,4.73,4.7,0.03,2.34,75153.56,35241.065,SH,0.4866,1.14,4.68,1.5,4.68,1.28,4.71,0.0,,,,
601699,潞安环能,"Shanxi Lu’an Environmental EnergyDev. Co.,Ltd",3.31,0,6,2,False,6.98,7.21,6.96,7.17,6.94,0.23,3.6,315072.62,224771.376,SH,1.0533,2.62,6.98,5.13,6.89,7.82,6.75,8.14,,,,
601718,际华集团,Jihua Group Corporation Limited,0.95,0,2,0,False,3.16,3.21,3.13,3.2,3.17,0.03,2.52,167064.96,52891.477,SH,0.3804,1.38,3.16,3.23,3.14,3.9,3.14,0.63,,,,
601727,上海电气,Shanghai Electric Group Company Limited,1.29,0,2,0,False,4.66,4.75,4.64,4.72,4.66,0.06,2.36,116083.01,54625.963,SH,0.1129,1.37,4.67,1.72,4.67,1.94,4.69,-2.48,,,,
601766,中国中车,CRRC Corporation Limited,1.88,0,2,2,False,6.92,7.1,6.91,7.04,6.91,0.13,2.75,584353.46,410709.052,SH,0.255,1.98,6.94,2.33,6.93,2.33,6.94,-1.12,,,,
601800,中国交建,China Communications Construction Company Limited,6.44,0,3,0,False,8.68,9.37,8.67,9.26,8.7,0.56,8.05,1171228.52,1063995.044,SH,0.997,3.39,8.79,10.63,8.66,9.33,8.62,4.99,,,,
601808,中海油服,China Oilfield Services Limited,1.38,0,2,0,False,16.65,17.0,16.26,16.88,16.65,0.23,4.44,124742.81,208113.68,SH,0.4214,0.85,16.5,3.81,16.34,6.84,15.76,12.68,,,,
601865,福莱特,"Flat Glass Group Co., Ltd",4.4,0,2,1,False,10.06,10.36,9.86,10.2,9.77,0.43,5.12,388879.99,392980.947,SH,25.9253,5.33,9.62,13.59,9.37,14.61,9.15,13.97,,,,
601866,中远海发,Cosco Shipping Development Company Limited,1.21,0,3,0,False,2.47,2.52,2.47,2.51,2.48,0.03,2.02,125631.01,31415.041,SH,0.1584,1.52,2.49,2.03,2.48,2.45,2.48,2.03,,,,
601869,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,0.63,0,2,1,False,31.9,32.29,31.8,32.05,31.85,0.2,1.54,8560.34,27384.006,SH,0.8032,0.96,31.87,0.47,31.94,1.26,31.82,0.12,,,,
601877,正泰电器,"Zhejiang Chint Electrics Co.,Ltd.",0.86,0,2,0,False,23.26,23.55,23.01,23.49,23.29,0.2,2.32,115028.19,267592.777,SH,0.6501,1.48,23.28,0.51,23.37,0.21,23.31,0.0,,,,
601882,海天精工,"Ningbo Haitian Precision Machinery Co., Ltd.",0.14,0,3,2,False,7.16,7.17,6.94,7.14,7.13,0.01,3.23,9288.56,6547.963,SH,0.1779,1.05,7.09,2.88,7.05,3.48,7.07,-0.83,,,,
601899,紫金矿业,Zijin Mining Group Company Limited,4.14,0,3,1,False,3.67,3.8,3.63,3.77,3.62,0.15,4.7,2984474.99,1111055.352,SH,1.5527,1.65,3.64,9.59,3.57,9.59,3.56,8.65,,,,
601933,永辉超市,"Yonghui Superstores Co., Ltd.",1.05,0,2,0,False,7.59,7.68,7.5,7.67,7.59,0.08,2.37,473185.01,359819.778,SH,0.4999,1.68,7.6,1.46,7.61,-0.26,7.66,-1.92,,,,
601939,建设银行,China Construction Bank Corporation,0.98,0,3,2,False,7.15,7.22,7.13,7.21,7.14,0.07,1.26,383658.93,276160.413,SH,0.3999,0.68,7.16,1.41,7.16,0.56,7.17,-0.14,,,,
601965,中国汽研,"China Automotive Engineering Research Institute Co., Ltd",0.28,0,2,0,False,7.03,7.11,7.01,7.07,7.05,0.02,1.42,15123.23,10682.889,SH,0.1573,0.6,7.05,-1.26,7.08,0.71,7.08,-0.7,,,,
601985,中国核电,"China National Nuclear Power Co., Ltd",1.46,0,3,0,False,4.8,4.93,4.8,4.87,4.8,0.07,2.71,320510.13,156217.144,SH,0.2059,2.62,4.81,2.31,4.8,2.53,4.79,-0.61,,,,
601991,大唐发电,"Datang International Power Generation Co.,Ltd.",2.89,0,2,0,False,2.42,2.5,2.41,2.49,2.42,0.07,3.72,151710.12,37431.853,SH,0.1518,1.87,2.44,3.75,2.42,3.75,2.41,2.89,,,,
601992,金隅集团,BBMG Corporation,4.06,0,3,0,False,3.19,3.33,3.19,3.33,3.2,0.13,4.38,548325.55,180042.766,SH,0.6579,2.85,3.24,5.05,3.22,6.05,3.2,4.72,,,,
603018,中设集团,"China Design Group Co.,Ltd.",2.5,0,2,0,False,10.02,10.28,9.97,10.27,10.02,0.25,3.09,48865.63,49805.663,SH,1.0624,2.45,10.1,2.29,10.1,2.91,10.06,3.11,,,,
603040,新坐标,"Hangzhou XZB Tech Co.,Ltd",2.5,0,3,0,False,32.3,33.89,32.17,33.67,32.85,0.82,5.24,14108.94,47179.88,SH,4.3785,1.72,32.97,6.08,32.63,5.71,32.94,1.85,,,,
603067,振华股份,"Hubei Zhenhua Chemical Co.,Ltd",1.08,0,2,0,False,5.53,5.6,5.5,5.6,5.54,0.06,1.81,15253.2,8482.094,SH,0.3537,1.33,5.56,1.08,5.56,1.82,5.54,0.36,,,,
603069,海汽集团,"Hainan Haiqi Transportation Group Co.,Ltd.",0.25,0,4,0,False,7.87,8.09,7.63,7.89,7.87,0.02,5.84,67421.02,52781.485,SH,2.1336,1.49,7.73,7.2,7.55,9.28,7.38,11.76,,,,
603077,和邦生物,"Sichuanhebang Biotechnology Co.,Ltd.",2.03,0,2,0,False,1.47,1.53,1.46,1.51,1.48,0.03,4.73,1018912.01,152683.309,SH,1.1538,2.24,1.48,2.72,1.48,2.03,1.48,1.34,,,,
603101,汇嘉时代,"Xinjiang Wuika Times Department Store Co.,Ltd.",5.97,0,6,2,False,7.28,7.82,7.19,7.63,7.2,0.43,8.75,95928.42,72108.305,SH,2.855,3.16,7.3,9.94,7.15,13.88,6.97,18.85,,,,
